PlotID,Longitude,Latitude,CellID,CellY,CellX,Country,Author,Date of recording,Releve area (m2),Location uncertainty (m),Dataset
728190,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728191,9.386077,51.568266,8701727,51.57069387805,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728192,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728194,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728195,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728196,9.386077,51.568266,8701727,51.57069387805,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728197,9.387774,51.594822,8685527,51.59569387795,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728198,9.386077,51.568266,8701727,51.57069387805,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728199,9.352524,51.547953,8717923,51.54569387815,9.35402702025,Germany,,1-1-1989,20,1000,Germany_gvrd
728200,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728201,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728203,9.387774,51.594822,8685527,51.59569387795,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728204,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728205,9.352524,51.547953,8717923,51.54569387815,9.35402702025,Germany,,1-1-1989,20,1000,Germany_gvrd
728206,9.372716,51.562771,8707125,51.56236054475,9.37069368685,Germany,,1-1-1989,20,1000,Germany_gvrd
728207,9.387774,51.594822,8685527,51.59569387795,9.38736035345,Germany,,1-1-1989,20,1000,Germany_gvrd
728208,9.336068,51.539952,8723321,51.53736054485,9.33736035365,Germany,,1-1-1989,20,1000,Germany_gvrd
728213,9.691389,51.813333,8545163,51.81236054375,9.68736035225,Germany,,1-8-1984,30,1000,Germany_gvrd
728214,9.691389,51.813333,8545163,51.81236054375,9.68736035225,Germany,,1-8-1984,20,1000,Germany_gvrd
728215,9.700833,51.806111,8550565,51.80402721045,9.70402701885,Germany,,1-8-1984,20,1000,Germany_gvrd
728216,9.534167,52.344722,8199545,52.34569387495,9.53736035285,Germany,,1-7-1983,20,1000,Germany_gvrd
728217,9.691389,51.813333,8545163,51.81236054375,9.68736035225,Germany,,1-8-1984,30,1000,Germany_gvrd
728218,9.700833,51.806111,8550565,51.80402721045,9.70402701885,Germany,,1-6-1983,4,1000,Germany_gvrd
728220,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,5,1000,Germany_gvrd
728222,9.5175,51.928889,8469543,51.92902720995,9.52069368625,Germany,,1-5-1983,5,1000,Germany_gvrd
728223,9.5175,51.928889,8469543,51.92902720995,9.52069368625,Germany,,1-5-1983,10,1000,Germany_gvrd
728227,9.701667,52.182222,8307565,52.17902720895,9.70402701885,Germany,,1-8-1983,15,1000,Germany_gvrd
728228,9.505556,51.923056,8474941,51.92069387665,9.50402701965,Germany,,1-9-1984,15,1000,Germany_gvrd
728229,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,20,1000,Germany_gvrd
728230,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,12,1000,Germany_gvrd
728232,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,12,1000,Germany_gvrd
728233,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,15,1000,Germany_gvrd
728234,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,10,1000,Germany_gvrd
728235,9.634722,52.038889,8399357,52.03736054285,9.63736035245,Germany,,1-8-1983,12,1000,Germany_gvrd
728236,9.751389,51.848056,8523571,51.84569387695,9.75402701865,Germany,,1-8-1984,40,1000,Germany_gvrd
728240,9.905556,51.816389,8545189,51.81236054375,9.90402701805,Germany,,1-6-1984,40,1000,Germany_gvrd
728241,9.762778,51.846667,8523572,51.84569387695,9.76236035195,Germany,,1-8-1984,25,1000,Germany_gvrd
728242,9.655278,51.828611,8534359,51.82902721035,9.65402701905,Germany,,1-8-1984,25,1000,Germany_gvrd
728244,9.656111,51.868056,8507359,51.87069387685,9.65402701905,Germany,,1-8-1984,25,1000,Germany_gvrd
728245,9.656111,51.868056,8507359,51.87069387685,9.65402701905,Germany,,1-8-1984,25,1000,Germany_gvrd
728247,9.8125,51.948611,8458778,51.94569387655,9.81236035175,Germany,,1-9-1984,15,1000,Germany_gvrd
728248,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,20,1000,Germany_gvrd
728249,9.620833,52.043889,8393955,52.04569387615,9.62069368585,Germany,,1-8-1984,35,1000,Germany_gvrd
728250,9.751389,51.848056,8523571,51.84569387695,9.75402701865,Germany,,1-8-1984,20,1000,Germany_gvrd
728254,9.762778,51.846667,8523572,51.84569387695,9.76236035195,Germany,,1-8-1984,25,1000,Germany_gvrd
728257,9.592222,51.954444,8453352,51.95402720985,9.59569368595,Germany,,1-9-1984,5,1000,Germany_gvrd
728260,9.684167,52.041667,8393963,52.04569387615,9.68736035225,Germany,,1-8-1983,10,1000,Germany_gvrd
728262,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,15,1000,Germany_gvrd
728263,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,15,1000,Germany_gvrd
728264,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,9,1000,Germany_gvrd
728265,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,9,1000,Germany_gvrd
728266,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,10,1000,Germany_gvrd
728268,9.684167,52.041667,8393963,52.04569387615,9.68736035225,Germany,,1-6-1983,13,1000,Germany_gvrd
728269,9.684167,52.041667,8393963,52.04569387615,9.68736035225,Germany,,1-6-1983,15,1000,Germany_gvrd
728270,9.508889,51.8725,8507342,51.87069387685,9.51236035295,Germany,,1-9-1984,10,1000,Germany_gvrd
728272,9.684167,52.041667,8393963,52.04569387615,9.68736035225,Germany,,1-6-1983,10,1000,Germany_gvrd
728273,9.8675,51.916111,8480385,51.91236054335,9.87069368485,Germany,,1-8-1984,21,1000,Germany_gvrd
728274,9.8675,51.916111,8480385,51.91236054335,9.87069368485,Germany,,1-8-1984,20,1000,Germany_gvrd
728276,9.656111,51.868056,8507359,51.87069387685,9.65402701905,Germany,,1-8-1984,25,1000,Germany_gvrd
728277,9.656111,51.868056,8507359,51.87069387685,9.65402701905,Germany,,1-8-1984,25,1000,Germany_gvrd
728280,9.722778,51.854444,8518167,51.85402721025,9.72069368545,Germany,,1-8-1984,25,1000,Germany_gvrd
728281,9.722778,51.854444,8518167,51.85402721025,9.72069368545,Germany,,1-8-1984,10,1000,Germany_gvrd
728284,9.905556,51.816389,8545189,51.81236054375,9.90402701805,Germany,,1-6-1984,20,1000,Germany_gvrd
728285,9.905556,51.816389,8545189,51.81236054375,9.90402701805,Germany,,1-6-1984,15,1000,Germany_gvrd
728286,9.508889,51.8725,8507342,51.87069387685,9.51236035295,Germany,,1-9-1984,10,1000,Germany_gvrd
728287,9.610556,52.056667,8388554,52.05402720945,9.61236035255,Germany,,1-9-1984,10,1000,Germany_gvrd
728288,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,12,1000,Germany_gvrd
728289,9.791111,51.850278,8518175,51.85402721025,9.78736035185,Germany,,1-9-1984,10,1000,Germany_gvrd
728290,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,20,1000,Germany_gvrd
728292,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,6,1000,Germany_gvrd
728293,9.696944,52.136111,8334564,52.13736054245,9.69569368555,Germany,,1-8-1984,35,1000,Germany_gvrd
728294,9.523889,52.344167,8199543,52.34569387495,9.52069368625,Germany,,1-7-1983,12,1000,Germany_gvrd
728295,9.696944,52.136111,8334564,52.13736054245,9.69569368555,Germany,,1-8-1984,25,1000,Germany_gvrd
728296,9.418611,52.109722,8350731,52.11236054255,9.42069368665,Germany,,1-8-1984,10,1000,Germany_gvrd
728297,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,20,1000,Germany_gvrd
728298,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,12,1000,Germany_gvrd
728299,9.683056,52.030556,8404762,52.02902720955,9.67902701895,Germany,,1-6-1983,15,1000,Germany_gvrd
728302,9.418611,52.109722,8350731,52.11236054255,9.42069368665,Germany,,1-8-1984,30,1000,Germany_gvrd
728304,9.701667,52.182222,8307565,52.17902720895,9.70402701885,Germany,,1-8-1983,15,1000,Germany_gvrd
728305,9.709722,52.064722,8383166,52.06236054275,9.71236035215,Germany,,1-6-1983,12,1000,Germany_gvrd
728306,9.534167,52.344722,8199545,52.34569387495,9.53736035285,Germany,,1-7-1983,17,1000,Germany_gvrd
728307,9.701667,52.182222,8307565,52.17902720895,9.70402701885,Germany,,1-8-1983,10,1000,Germany_gvrd
728308,9.644722,52.218611,8280558,52.22069387545,9.64569368575,Germany,,1-8-1984,30,1000,Germany_gvrd
728310,9.696944,52.136111,8334564,52.13736054245,9.69569368555,Germany,,1-8-1984,25,1000,Germany_gvrd
728312,9.684167,52.041667,8393963,52.04569387615,9.68736035225,Germany,,1-6-1983,12,1000,Germany_gvrd
728316,9.644722,52.218611,8280558,52.22069387545,9.64569368575,Germany,,1-8-1984,20,1000,Germany_gvrd
728317,9.644722,52.218611,8280558,52.22069387545,9.64569368575,Germany,,1-6-1983,15,1000,Germany_gvrd
728327,9.706944,52.144722,8329165,52.14569387575,9.70402701885,Germany,,1-6-1983,12,1000,Germany_gvrd
728328,9.632222,52.040278,8399356,52.03736054285,9.62902701915,Germany,,1-8-1984,20,1000,Germany_gvrd
728329,9.706944,52.144722,8329165,52.14569387575,9.70402701885,Germany,,1-6-1983,7,1000,Germany_gvrd
728334,9.632222,52.040278,8399356,52.03736054285,9.62902701915,Germany,,1-8-1984,30,1000,Germany_gvrd
728335,9.632222,52.040278,8399356,52.03736054285,9.62902701915,Germany,,1-8-1984,40,1000,Germany_gvrd
728376,9.930061,51.327571,8858392,51.32902721235,9.92902701795,Germany,,1-1-1990,15,1000,Germany_gvrd
728411,6.043333,50.788611,9208926,50.78736054785,6.04569370015,Germany,,1-1-1992,20,1000,Germany_gvrd
728412,6.028889,50.785278,9208924,50.78736054785,6.02902703355,Germany,,1-1-1992,75,1000,Germany_gvrd
728413,6.043333,50.788611,9208926,50.78736054785,6.04569370015,Germany,,1-1-1992,72,1000,Germany_gvrd
728418,6.243611,50.804722,9198150,50.80402721445,6.24569369935,Germany,,1-1-1992,56,1000,Germany_gvrd
728419,6.243333,50.736944,9241350,50.73736054805,6.24569369935,Germany,,1-1-1992,65,1000,Germany_gvrd
728421,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,60,1000,Germany_gvrd
728422,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,40,1000,Germany_gvrd
728423,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,35,1000,Germany_gvrd
728434,5.991111,50.797222,9203519,50.79569388115,5.98736036705,Germany,,1-1-1992,23,1000,Germany_gvrd
728435,6.017222,50.782222,9214323,50.77902721455,6.02069370025,Germany,,1-1-1992,16,1000,Germany_gvrd
728439,6.043333,50.788611,9208926,50.78736054785,6.04569370015,Germany,,1-1-1992,77,1000,Germany_gvrd
728442,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,60,1000,Germany_gvrd
728443,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,40,1000,Germany_gvrd
728444,6.191389,50.725556,9246743,50.72902721475,6.18736036625,Germany,,1-1-1992,35,1000,Germany_gvrd
728445,6.243333,50.736944,9241350,50.73736054805,6.24569369935,Germany,,1-1-1992,65,1000,Germany_gvrd
728447,6.243611,50.804722,9198150,50.80402721445,6.24569369935,Germany,,1-1-1992,56,1000,Germany_gvrd
728450,6.243611,50.804722,9198150,50.80402721445,6.24569369935,Germany,,1-1-1992,97,1000,Germany_gvrd
729733,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,5,1000,Germany_gvrd
729734,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,12,1000,Germany_gvrd
729735,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,10,1000,Germany_gvrd
729736,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,16,1000,Germany_gvrd
729737,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,14,1000,Germany_gvrd
729739,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,16,1000,Germany_gvrd
729741,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,14,1000,Germany_gvrd
729742,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,9,1000,Germany_gvrd
729743,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729744,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,16,1000,Germany_gvrd
729746,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,10,1000,Germany_gvrd
729747,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,9,1000,Germany_gvrd
729748,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,12,1000,Germany_gvrd
729749,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,14,1000,Germany_gvrd
729750,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,15,1000,Germany_gvrd
729751,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,9,1000,Germany_gvrd
729752,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,12,1000,Germany_gvrd
729753,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,15,1000,Germany_gvrd
729754,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,14,1000,Germany_gvrd
729755,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,12,1000,Germany_gvrd
729756,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,12,1000,Germany_gvrd
729757,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729758,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,16,1000,Germany_gvrd
729759,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,16,1000,Germany_gvrd
729760,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729761,6.651667,50.525,9376399,50.52902721555,6.65402703105,Germany,,1-1-1993,16,1000,Germany_gvrd
729762,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729763,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729764,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,12,1000,Germany_gvrd
729765,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,16,1000,Germany_gvrd
729766,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,14,1000,Germany_gvrd
729767,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,10,1000,Germany_gvrd
729768,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,16,1000,Germany_gvrd
729769,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,20,1000,Germany_gvrd
729771,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,18,1000,Germany_gvrd
729772,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,10,1000,Germany_gvrd
729774,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,16,1000,Germany_gvrd
729775,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,12,1000,Germany_gvrd
729776,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,14,1000,Germany_gvrd
729777,6.648056,50.531667,9376398,50.52902721555,6.64569369775,Germany,,1-1-1993,15,1000,Germany_gvrd
729780,6.651111,50.517778,9381799,50.52069388225,6.65402703105,Germany,,1-1-1993,12,1000,Germany_gvrd
733386,12.984552,53.870951,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,1,100,Germany_gvrd
733388,12.984552,53.870951,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,2,100,Germany_gvrd
733389,12.984552,53.870951,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,2,100,Germany_gvrd
733390,12.984939,53.87123,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,6,100,Germany_gvrd
733391,12.984939,53.87123,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,6,100,Germany_gvrd
733392,12.984939,53.87123,7211759,53.87069386885,12.98736033905,Germany,,1-1-1999,20,100,Germany_gvrd
733395,13.003628,53.868725,7211761,53.87069386885,13.00402700565,Germany,,1-1-1999,25,100,Germany_gvrd
733396,13.003628,53.868725,7211761,53.87069386885,13.00402700565,Germany,,1-1-1999,30,100,Germany_gvrd
733397,13.003628,53.868725,7211761,53.87069386885,13.00402700565,Germany,,1-1-1999,20,100,Germany_gvrd
733448,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,1,500,Germany_gvrd
733451,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,1,500,Germany_gvrd
733461,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,10,500,Germany_gvrd
733462,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733463,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,8,500,Germany_gvrd
733464,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,8,500,Germany_gvrd
733465,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,10,500,Germany_gvrd
733467,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733468,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733469,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733470,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733471,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733472,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,25,500,Germany_gvrd
733473,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733474,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733475,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733476,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733477,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733478,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733479,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733480,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733482,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733483,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,25,500,Germany_gvrd
733484,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,25,500,Germany_gvrd
733485,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733491,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733492,12.040566,49.000389,10365245,49.00402722165,12.03736034285,Germany,,1-1-1987,20,500,Germany_gvrd
733499,9.181664,48.434641,10732102,48.43736055725,9.17902702095,Germany,,1-1-1992,36,1000,Germany_gvrd
733500,9.249303,48.464706,10715910,48.46236055715,9.24569368735,Germany,,1-1-1992,36,500,Germany_gvrd
733655,10.824404,51.549747,8718099,51.54569387815,10.82069368105,Germany,,1-1-1997,4,500,Germany_gvrd
735153,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735154,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735155,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735156,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,1,500,Germany_gvrd
735157,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735158,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735159,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735160,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735161,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,1,500,Germany_gvrd
735162,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735163,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,4,500,Germany_gvrd
735164,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735165,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735166,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735167,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735168,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735169,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735170,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735171,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735172,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735173,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735174,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735175,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,6,500,Germany_gvrd
735176,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,5,500,Germany_gvrd
735178,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735179,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735180,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735181,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,1,500,Germany_gvrd
735183,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,3,500,Germany_gvrd
735186,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735188,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,8,500,Germany_gvrd
735190,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735191,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,4,500,Germany_gvrd
735193,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,1,500,Germany_gvrd
735194,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,1,500,Germany_gvrd
735195,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735196,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,2,500,Germany_gvrd
735197,11.952894,49.161982,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,3,500,Germany_gvrd
735199,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735200,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735201,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,2,500,Germany_gvrd
735202,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,1,500,Germany_gvrd
735203,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,5,500,Germany_gvrd
735204,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,8,500,Germany_gvrd
735205,11.951246,49.161659,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,3,500,Germany_gvrd
735206,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,3,500,Germany_gvrd
735207,11.951246,49.161659,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,3,500,Germany_gvrd
735208,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,35,500,Germany_gvrd
735209,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,5,500,Germany_gvrd
735210,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,6,500,Germany_gvrd
735211,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,15,500,Germany_gvrd
735212,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,15,500,Germany_gvrd
735213,11.951246,49.161659,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,12,500,Germany_gvrd
735214,11.951246,49.161659,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,6,500,Germany_gvrd
735215,11.951246,49.161659,10262635,49.16236055435,11.95402700985,Germany,,1-1-1993,25,500,Germany_gvrd
735216,11.992222,49.171673,10257240,49.17069388765,11.99569367635,Germany,,1-1-1993,5,500,Germany_gvrd
