PlotID,Bio15,CWD,Bio5,Soil_ORC,Soil_CEC,Soil_PH
985300,1.41497334797082,418.538016969411,197,1.37600634275566,1.09473309375378,65.66875
985319,1.41497334797082,423.468882019867,198,1.47348697006457,1.19207936443981,69.975
985322,1.41497334797082,423.468882019867,198,1.47348697006457,1.19207936443981,69.975
985323,1.41497334797082,428.761653620425,198,1.43486817668776,1.10101633628771,65.1375
985325,1.41497334797082,414.311528026266,198,1.44976757541505,1.13173892866389,61.475
985326,1.41497334797082,414.311528026266,198,1.44976757541505,1.13173892866389,61.475
985332,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985336,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985337,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985339,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985340,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985341,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985348,1.41497334797082,407.677372068036,197,1.38582961866978,1.16842381810315,65.94375
985353,1.41497334797082,423.468882019867,198,1.47348697006457,1.19207936443981,69.975
985354,1.41497334797082,423.468882019867,198,1.47348697006457,1.19207936443981,69.975
985355,1.41497334797082,420.459328377434,198,1.42722230382801,1.12242068586064,65.93125
985356,1.41497334797082,414.311528026266,198,1.44976757541505,1.13173892866389,61.475
985357,1.41497334797082,414.311528026266,198,1.44976757541505,1.13173892866389,61.475
985358,1.41497334797082,428.761653620425,198,1.43486817668776,1.10101633628771,65.1375
985363,1.39794000867204,424.107122963953,198,1.50852971897129,1.16118076598206,61.01875
985367,1.41497334797082,418.538016969411,197,1.37600634275566,1.09473309375378,65.66875
985368,1.41497334797082,411.229836322411,196,1.40876978663156,1.10572302206015,63.73125
985369,1.41497334797082,411.229836322411,196,1.40876978663156,1.10572302206015,63.73125
985370,1.41497334797082,411.726677456806,197,1.46426593403408,1.09342168516224,61.3375
985371,1.41497334797082,411.726677456806,197,1.46426593403408,1.09342168516224,61.3375
985372,1.41497334797082,411.726677456806,197,1.46426593403408,1.09342168516224,61.3375
985373,1.41497334797082,411.726677456806,197,1.46426593403408,1.09342168516224,61.3375
985395,1.41497334797082,404.837257535269,197,1.40728465505567,1.15533603746506,65.675
985399,1.41497334797082,416.624901048223,198,1.4307601581106,1.14921911265538,70.0875
985401,1.41497334797082,416.624901048223,198,1.4307601581106,1.14921911265538,70.0875
985402,1.41497334797082,416.624901048223,198,1.4307601581106,1.14921911265538,70.0875
985403,1.41497334797082,416.624901048223,198,1.4307601581106,1.14921911265538,70.0875
985404,1.41497334797082,427.811924291111,198,1.42528961644679,1.17753649992986,67.6625
985405,1.41497334797082,427.811924291111,198,1.42528961644679,1.17753649992986,67.6625
985407,1.39794000867204,424.778459140709,199,1.40129281549713,1.17336840072021,66.3125
985408,1.41497334797082,427.811924291111,198,1.42528961644679,1.17753649992986,67.6625
985409,1.41497334797082,427.811924291111,198,1.42528961644679,1.17753649992986,67.6625
985415,1.39794000867204,429.310036014028,199,1.47239072762663,1.19951520713462,68.58125
985418,1.43136376415899,398.727862977231,196,1.57540436066887,1.28555730900777,71.81875
985419,1.43136376415899,389.679064962939,195,1.45130660508999,1.17062836335418,64.86875
985420,1.43136376415899,389.679064962939,195,1.45130660508999,1.17062836335418,64.86875
985423,1.43136376415899,400.240525356989,196,1.59182951624688,1.26673134187019,71.375
985433,1.39794000867204,427.427507562202,198,1.53852660728281,1.13273983826088,61.63125
985434,1.41497334797082,423.046108225643,198,1.49415459401844,1.09407788445389,62.025
985436,1.39794000867204,427.613547639964,199,1.48916717434973,1.18291371862644,64.96875
985442,1.41497334797082,418.538016969411,197,1.37600634275566,1.09473309375378,65.66875
985444,1.41497334797082,411.229836322411,196,1.40876978663156,1.10572302206015,63.73125
985457,1.41497334797082,400.416027688644,196,1.44031860681191,1.08968437726341,63.225
